Lower layer Super Output Areas Code,Lower layer Super Output Areas,Economic activity status,Observation
E01011280,Leeds 008D,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011280,Leeds 008D,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E01011280,Leeds 008D,Economically active and a full-time student,25
E01011280,Leeds 008D,Economically inactive: Retired,393
E01011280,Leeds 008D,Economically inactive: Student,69
E01011280,Leeds 008D,Economically inactive: Looking after home or family,35
E01011280,Leeds 008D,Economically inactive: Long-term sick or disabled,14
E01011280,Leeds 008D,Economically inactive: Other,33
E01011281,Leeds 059A,Does not apply,463
E01011281,Leeds 059A,Economically active (excluding full-time students): In employment: Employee: Part-time,205
E01011281,Leeds 059A,Economically active (excluding full-time students): In employment: Employee: Full-time,699
E01011281,Leeds 059A,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,8
E01011281,Leeds 059A,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,21
E01011281,Leeds 059A,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,48
E01011281,Leeds 059A,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,59
E01011281,Leeds 059A,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,70
E01011281,Leeds 059A,Economically active and a full-time student: In employment: Employee: Part-time,20
E01011281,Leeds 059A,Economically active and a full-time student: In employment: Employee: Full-time,8
E01011281,Leeds 059A,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011281,Leeds 059A,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011281,Leeds 059A,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011281,Leeds 059A,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011281,Leeds 059A,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,17
E01011281,Leeds 059A,Economically active and a full-time student,45
E01011281,Leeds 059A,Economically inactive: Retired,245
E01011281,Leeds 059A,Economically inactive: Student,74
E01011281,Leeds 059A,Economically inactive: Looking after home or family,94
E01011281,Leeds 059A,Economically inactive: Long-term sick or disabled,96
E01011281,Leeds 059A,Economically inactive: Other,58
E01011282,Leeds 059B,Does not apply,296
E01011282,Leeds 059B,Economically active (excluding full-time students): In employment: Employee: Part-time,136
E01011282,Leeds 059B,Economically active (excluding full-time students): In employment: Employee: Full-time,419
E01011282,Leeds 059B,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,1
E01011282,Leeds 059B,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,5
E01011282,Leeds 059B,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,20
E01011282,Leeds 059B,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,31
E01011282,Leeds 059B,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,43
E01011282,Leeds 059B,Economically active and a full-time student: In employment: Employee: Part-time,15
E01011282,Leeds 059B,Economically active and a full-time student: In employment: Employee: Full-time,4
E01011282,Leeds 059B,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011282,Leeds 059B,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011282,Leeds 059B,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01011282,Leeds 059B,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011282,Leeds 059B,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,12
E01011282,Leeds 059B,Economically active and a full-time student,32
E01011282,Leeds 059B,Economically inactive: Retired,154
E01011282,Leeds 059B,Economically inactive: Student,65
E01011282,Leeds 059B,Economically inactive: Looking after home or family,57
E01011282,Leeds 059B,Economically inactive: Long-term sick or disabled,86
E01011282,Leeds 059B,Economically inactive: Other,41
E01011283,Leeds 059C,Does not apply,452
E01011283,Leeds 059C,Economically active (excluding full-time students): In employment: Employee: Part-time,155
E01011283,Leeds 059C,Economically active (excluding full-time students): In employment: Employee: Full-time,357
E01011283,Leeds 059C,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,2
E01011283,Leeds 059C,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,4
E01011283,Leeds 059C,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,31
E01011283,Leeds 059C,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,27
E01011283,Leeds 059C,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,53
E01011283,Leeds 059C,Economically active and a full-time student: In employment: Employee: Part-time,20
E01011283,Leeds 059C,Economically active and a full-time student: In employment: Employee: Full-time,2
E01011283,Leeds 059C,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011283,Leeds 059C,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011283,Leeds 059C,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011283,Leeds 059C,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011283,Leeds 059C,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
